adj.P.Val,P.Value,t,B,logFC,adjLFC,GENE_SYMBOL,Gene.title
0.363,0.167,1.39,-5.917597,0.0362,0.0362,LOC100505502,putative UPF0607 protein FLJ37424
0.363,0.167,1.39,-5.917573,0.0777,0.0777,SMG7,"SMG7, nonsense mediated mRNA decay factor"
0.363,0.167,1.39,-5.920255,0.107,0.107,SOX15,SRY-box 15
0.363,0.167,1.39,-5.919354,0.103,0.103,SUSD2,sushi domain containing 2
0.363,0.167,1.39,-5.918667,0.0644,0.0644,TIMM44,translocase of inner mitochondrial membrane 44
0.363,0.167,1.39,-5.734308,0.169,0.169,TRH,thyrotropin releasing hormone
0.363,0.167,-1.39,-5.918531,-0.0569,0.0569,UCHL3,ubiquitin C-terminal hydrolase L3
0.363,0.167,-1.39,-5.919482,-0.0711,0.0711,ZNF767P,"zinc finger family member 767, pseudogene"
0.364,0.168,-1.39,-5.920785,-0.0944,0.0944,GARS,glycyl-tRNA synthetase
0.364,0.168,1.39,-5.920895,0.216,0.216,PTPN22,"protein tyrosine phosphatase, non-receptor type 22"
0.364,0.168,1.38,-5.92147,0.0894,0.0894,RAB26,"RAB26, member RAS oncogene family"
0.364,0.168,1.38,-5.92135,0.279,0.279,SPRR2D,small proline rich protein 2D
0.364,0.168,-1.38,-5.921976,-0.0603,0.0603,TMEM147,transmembrane protein 147
0.365,0.169,1.38,-5.925691,0.187,0.187,CARD11,caspase recruitment domain family member 11
0.365,0.168,-1.38,-5.739713,-0.0796,0.0796,FLVCR2,feline leukemia virus subgroup C cellular receptor family member 2
0.365,0.168,1.38,-5.923797,0.0702,0.0702,IGF2R,insulin like growth factor 2 receptor
0.365,0.168,1.38,-5.923602,0.0729,0.0729,LRG1,leucine rich alpha-2-glycoprotein 1
0.365,0.168,-1.38,-5.9234,-0.15,0.15,MIR181A2HG,MIR181A2 host gene
0.365,0.168,-1.38,-5.924907,-0.0994,0.0994,NRGN,neurogranin
0.365,0.169,1.38,-5.925565,0.219,0.219,PAX8-AS1,PAX8 antisense RNA 1
0.365,0.169,1.39,-5.445889,0.294,0.294,PROX1,prospero homeobox 1
0.365,0.169,-1.38,-5.925446,-0.058,0.058,SNRPA1,small nuclear ribonucleoprotein polypeptide A'
0.365,0.168,1.38,-5.924588,0.0504,0.0504,SNX6,sorting nexin 6
0.365,0.169,1.38,-5.741091,0.141,0.141,ZNF585A,zinc finger protein 585A
0.366,0.169,-1.38,-5.927951,-0.165,0.165,ANK2,"ankyrin 2, neuronal"
0.366,0.169,-1.38,-5.928224,-0.0588,0.0588,BTBD10,BTB domain containing 10
0.366,0.169,-1.38,-5.928913,-0.187,0.187,COL13A1,collagen type XIII alpha 1 chain
0.366,0.169,-1.38,-5.926748,-0.126,0.126,DKKL1,dickkopf like acrosomal protein 1
0.366,0.169,1.38,-5.926753,0.163,0.163,IL12A,interleukin 12A
0.366,0.169,1.38,-5.927253,0.18,0.18,IL17C,interleukin 17C
0.366,0.169,-1.38,-5.928606,-0.133,0.133,KCNE3,potassium voltage-gated channel subfamily E regulatory subunit 3
0.366,0.169,1.38,-5.928052,0.0683,0.0683,MYSM1,"Myb like, SWIRM and MPN domains 1"
0.366,0.169,1.38,-5.928575,0.0727,0.0727,PSPC1,paraspeckle component 1
0.366,0.169,-1.38,-5.927405,-0.161,0.161,TUBB4A,tubulin beta 4A class IVa
0.366,0.169,1.38,-5.928944,0.0654,0.0654,U2AF1,U2 small nuclear RNA auxiliary factor 1
0.367,0.17,-1.38,-5.930479,-0.038,0.038,COPS6,COP9 signalosome subunit 6
0.367,0.17,1.38,-5.929721,0.0364,0.0364,GMPS,guanine monophosphate synthase
0.367,0.17,-1.38,-5.930114,-0.126,0.126,GPSM1,G-protein signaling modulator 1
0.367,0.17,-1.38,-5.932691,-0.244,0.244,HSP90AB6P,"heat shock protein 90 alpha family class B member 6, pseudogene"
0.367,0.17,1.38,-5.931705,0.0742,0.0742,IL15,interleukin 15
0.367,0.17,-1.38,-5.932146,-0.133,0.133,KALRN,"kalirin, RhoGEF kinase"
0.367,0.17,1.38,-5.930459,0.0787,0.0787,KLF8,Kruppel like factor 8
0.367,0.17,-1.38,-5.929859,-0.05,0.05,NDUFB4,NADH:ubiquinone oxidoreductase subunit B4
0.367,0.17,-1.38,-5.92976,-0.308,0.308,RHCG,Rh family C glycoprotein
0.367,0.169,-1.38,-5.92941,-0.0527,0.0527,RPP30,ribonuclease P/MRP subunit p30
0.367,0.17,1.38,-5.93007,0.102,0.102,SLC6A10P,"solute carrier family 6 member 10, pseudogene"
0.367,0.17,-1.38,-5.932268,-0.114,0.114,SNHG6,small nucleolar RNA host gene 6
0.367,0.17,-1.39,-5.369267,-0.182,0.182,ZNF738,zinc finger protein 738
0.368,0.171,-1.38,-5.934327,-0.0564,0.0564,ABHD5,abhydrolase domain containing 5
0.368,0.171,-1.38,-5.934349,-0.0541,0.0541,APOBEC3C,apolipoprotein B mRNA editing enzyme catalytic subunit 3C
0.368,0.171,1.37,-5.93543,0.0855,0.0855,BAK1,BCL2 antagonist/killer 1
0.368,0.17,1.38,-5.933743,0.0689,0.0689,CADPS2,calcium dependent secretion activator 2
0.368,0.171,-1.38,-5.934216,-0.063,0.063,DNTTIP2,deoxynucleotidyltransferase terminal interacting protein 2
0.368,0.171,-1.37,-5.935633,-0.111,0.111,ENOX1,ecto-NOX disulfide-thiol exchanger 1
0.368,0.171,-1.37,-5.93529,-0.0637,0.0637,FAM98C,family with sequence similarity 98 member C
0.368,0.171,-1.38,-5.749044,-0.273,0.273,LOC100128164,four and a half LIM domains 1 pseudogene
0.368,0.171,1.39,-5.372833,0.294,0.294,MIR4697HG,MIR4697 host gene
0.368,0.171,1.38,-5.934338,0.154,0.154,RAD54L,RAD54-like (S. cerevisiae)
0.368,0.171,1.37,-5.935224,0.0635,0.0635,S100PBP,S100P binding protein
0.368,0.171,1.38,-5.934606,0.144,0.144,SNX29P2,sorting nexin 29 pseudogene 2
0.369,0.172,-1.38,-5.377688,-0.4,0.4,CD300LG,CD300 molecule like family member g
0.369,0.171,1.37,-5.938133,0.0919,0.0919,KCNMB3,potassium calcium-activated channel subfamily M regulatory beta subunit 3
0.369,0.171,1.37,-5.936194,0.0753,0.0753,LLGL2,"LLGL2, scribble cell polarity complex component"
0.369,0.171,-1.37,-5.93733,-0.106,0.106,LOC646241,uncharacterized LOC646241
0.369,0.171,-1.38,-5.375436,-0.376,0.376,MS4A12,membrane spanning 4-domains A12
0.369,0.171,1.37,-5.937475,0.17,0.17,PTGES,prostaglandin E synthase
0.369,0.171,-1.37,-5.936268,-0.191,0.191,RDH12,retinol dehydrogenase 12 (all-trans/9-cis/11-cis)
0.369,0.171,-1.37,-5.937674,-0.0498,0.0498,RPP14,ribonuclease P/MRP subunit p14
0.369,0.171,-1.37,-5.936001,-0.0453,0.0453,RPS8,ribosomal protein S8
0.369,0.171,1.38,-5.376762,0.31,0.31,SCP2D1,SCP2 sterol binding domain containing 1
0.369,0.171,-1.37,-5.938147,-0.244,0.244,TREM1,triggering receptor expressed on myeloid cells 1
0.369,0.172,1.37,-5.938891,0.142,0.142,UPB1,beta-ureidopropionase 1
0.37,0.172,1.38,-5.379247,0.204,0.204,CCL25,C-C motif chemokine ligand 25
0.37,0.172,-1.37,-5.941986,-0.0718,0.0718,CIB3,calcium and integrin binding family member 3
0.37,0.172,-1.37,-5.940753,-0.0751,0.0751,DSC3,desmocollin 3
0.37,0.172,-1.37,-5.939745,-0.12,0.12,LOC101928370,uncharacterized LOC101928370
0.37,0.172,-1.37,-5.941733,-0.101,0.101,LOC107985946,uncharacterized LOC107985946
0.37,0.172,-1.37,-5.940978,-0.107,0.107,MUC2,"mucin 2, oligomeric mucus/gel-forming"
0.37,0.172,1.37,-5.942486,0.0535,0.0535,NUDT19,nudix hydrolase 19
0.37,0.172,-1.37,-5.940982,-0.118,0.118,OR5L2,olfactory receptor family 5 subfamily L member 2
0.37,0.172,1.37,-5.941953,0.0476,0.0476,PRPS2,phosphoribosyl pyrophosphate synthetase 2
0.37,0.172,-1.37,-5.941081,-0.0646,0.0646,UBE2E3,ubiquitin conjugating enzyme E2 E3
0.37,0.172,1.37,-5.941634,0.0592,0.0592,ZNF200,zinc finger protein 200
0.371,0.173,-1.37,-5.944474,-0.159,0.159,KIRREL2,kin of IRRE like 2 (Drosophila)
0.371,0.173,-1.37,-5.945103,-0.113,0.113,LOC100287728,uncharacterized LOC100287728
0.371,0.173,1.37,-5.945436,0.0612,0.0612,LYSMD1,LysM domain containing 1
0.371,0.173,1.37,-5.94319,0.069,0.069,SMARCB1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1"
0.371,0.173,1.37,-5.944979,0.0905,0.0905,SRCAP,Snf2-related CREBBP activator protein
0.371,0.173,-1.37,-5.945034,-0.043,0.043,TFG,TRK-fused gene
0.371,0.173,1.37,-5.944869,0.104,0.104,ZBTB11-AS1,ZBTB11 antisense RNA 1
0.372,0.173,-1.37,-5.946212,-0.0491,0.0491,EIF2S2,eukaryotic translation initiation factor 2 subunit beta
0.372,0.174,1.37,-5.947784,0.087,0.087,FBXO6,F-box protein 6
0.372,0.174,1.37,-5.94746,0.0581,0.0581,LATS1,large tumor suppressor kinase 1
0.372,0.173,1.37,-5.94658,0.0605,0.0605,LITAF,lipopolysaccharide induced TNF factor
0.372,0.174,-1.37,-5.947804,-0.0807,0.0807,LRIF1,ligand dependent nuclear receptor interacting factor 1
0.372,0.174,1.37,-5.948154,0.0467,0.0467,MRPS15,mitochondrial ribosomal protein S15
0.372,0.173,1.37,-5.946562,0.0564,0.0564,PCGF2,polycomb group ring finger 2
0.372,0.173,-1.37,-5.946226,-0.12,0.12,RAI2,retinoic acid induced 2
0.372,0.173,1.37,-5.717704,0.153,0.153,RAP1GAP,RAP1 GTPase activating protein
0.372,0.173,-1.37,-5.946067,-0.0565,0.0565,SNRPB2,small nuclear ribonucleoprotein polypeptide B2
0.372,0.173,1.37,-5.946015,0.0617,0.0617,TRAF3IP2,TRAF3 interacting protein 2
0.372,0.174,-1.37,-5.948052,-0.0437,0.0437,VAMP8,vesicle associated membrane protein 8
0.372,0.174,-1.37,-5.947347,-0.058,0.058,ZNF525,zinc finger protein 525
0.373,0.174,-1.36,-5.950763,-0.219,0.219,ARSI,arylsulfatase family member I
0.373,0.174,1.36,-5.949164,0.0549,0.0549,KIAA2026,KIAA2026
0.373,0.174,1.36,-5.949565,0.148,0.148,KIFC1,kinesin family member C1
0.373,0.174,1.36,-5.948751,0.088,0.088,PICK1,protein interacting with PRKCA 1
0.373,0.174,-1.36,-5.950594,-0.108,0.108,THOC3,THO complex 3
0.373,0.174,1.36,-5.950331,0.0807,0.0807,TMEM104,transmembrane protein 104
0.373,0.174,1.36,-5.949046,0.0594,0.0594,ZNF703,zinc finger protein 703
0.373,0.174,-1.36,-5.950737,-0.072,0.072,ZNF790,zinc finger protein 790
0.374,0.175,1.36,-5.954095,0.0658,0.0658,ABHD13,abhydrolase domain containing 13
0.374,0.175,-1.36,-5.953719,-0.152,0.152,ANKRD29,ankyrin repeat domain 29
0.374,0.175,-1.36,-5.952003,-0.0515,0.0515,ARPC1A,actin related protein 2/3 complex subunit 1A
0.374,0.175,-1.36,-5.95183,-0.0585,0.0585,CHIC1,cysteine rich hydrophobic domain 1
0.374,0.175,-1.36,-5.952307,-0.0916,0.0916,CNTNAP5,contactin associated protein like 5
0.374,0.175,1.36,-5.95304,0.0478,0.0478,CTAGE9,CTAGE family member 9
0.374,0.175,1.36,-5.951492,0.0887,0.0887,MED16,mediator complex subunit 16
0.374,0.175,1.36,-5.953668,0.192,0.192,MINK1,misshapen like kinase 1
0.374,0.175,-1.36,-5.95218,-0.0516,0.0516,RBL2,RB transcriptional corepressor like 2
0.374,0.175,-1.36,-5.951716,-0.0771,0.0771,TEPP,"testis, prostate and placenta expressed"
0.374,0.175,1.36,-5.953344,0.0798,0.0798,TP63,tumor protein p63
0.375,0.175,-1.36,-5.954415,-0.0996,0.0996,ATP8B5P,"ATPase phospholipid transporting 8B5, pseudogene"
0.375,0.175,1.36,-5.955158,0.0651,0.0651,BLNK,B-cell linker
0.375,0.176,1.36,-5.956221,0.0515,0.0515,CLDND1,claudin domain containing 1
0.375,0.176,1.36,-5.955893,0.0527,0.0527,COMMD5,COMM domain containing 5
0.375,0.176,1.36,-5.95567,0.166,0.166,E2F1,E2F transcription factor 1
0.375,0.176,1.36,-5.955742,0.152,0.152,FAM83A,family with sequence similarity 83 member A
0.375,0.176,-1.36,-5.955456,-0.0466,0.0466,HLCS,holocarboxylase synthetase
0.375,0.176,-1.36,-5.956891,-0.058,0.058,LGALS3,"lectin, galactoside binding soluble 3"
0.375,0.175,-1.36,-5.954871,-0.0631,0.0631,RBM41,RNA binding motif protein 41
0.375,0.176,-1.36,-5.957268,-0.0995,0.0995,RHOT1,ras homolog family member T1
0.375,0.176,1.36,-5.956801,0.0802,0.0802,SLX1A,"SLX1 homolog A, structure-specific endonuclease subunit"
0.375,0.176,-1.36,-5.956643,-0.112,0.112,VPS53,"VPS53, GARP complex subunit"
0.375,0.175,-1.36,-5.954316,-0.0344,0.0344,WHSC1L1,Wolf-Hirschhorn syndrome candidate 1-like 1
0.375,0.176,1.36,-5.955711,0.0578,0.0578,ZSCAN9,zinc finger and SCAN domain containing 9
0.376,0.176,1.36,-5.959563,0.0552,0.0552,ABCC10,ATP binding cassette subfamily C member 10
0.376,0.176,-1.36,-5.958739,-0.0578,0.0578,C2orf74,chromosome 2 open reading frame 74
0.376,0.176,1.37,-5.397713,0.331,0.331,FCER1A,Fc fragment of IgE receptor Ia
0.376,0.176,-1.36,-5.959461,-0.0465,0.0465,MRPS28,mitochondrial ribosomal protein S28
0.376,0.176,-1.36,-5.957904,-0.117,0.117,NTN4,netrin 4
0.376,0.176,-1.36,-5.958083,-0.115,0.115,PDZD4,PDZ domain containing 4
0.376,0.176,-1.36,-5.958043,-0.075,0.075,PTCH1,patched 1
0.376,0.176,-1.36,-5.957908,-0.0511,0.0511,VEZT,"vezatin, adherens junctions transmembrane protein"
0.376,0.176,1.36,-5.959367,0.158,0.158,VHLL,von Hippel-Lindau tumor suppressor like
0.377,0.177,-1.36,-5.960364,-0.058,0.058,CBX1,chromobox 1
0.377,0.177,1.36,-5.961562,0.0726,0.0726,CUL3,cullin 3
0.377,0.177,-1.36,-5.960972,-0.147,0.147,LOC100507537,uncharacterized LOC100507537
0.377,0.177,-1.36,-5.960349,-0.0638,0.0638,MPZL2,myelin protein zero like 2
0.377,0.177,-1.35,-5.962414,-0.0512,0.0512,MRPL21,mitochondrial ribosomal protein L21
0.377,0.177,1.36,-5.960965,0.081,0.081,PLPPR2,phospholipid phosphatase related 2
0.377,0.177,-1.36,-5.961166,-0.137,0.137,TAAR2,trace amine associated receptor 2
0.377,0.177,1.35,-5.961826,0.0448,0.0448,UGGT1,UDP-glucose glycoprotein glucosyltransferase 1
0.377,0.177,1.35,-5.962282,0.0687,0.0687,ZNF284,zinc finger protein 284
0.378,0.177,1.36,-5.778892,0.209,0.209,CNTN2,contactin 2
0.378,0.178,1.35,-5.964522,0.0854,0.0854,EMC9,ER membrane protein complex subunit 9
0.378,0.178,1.35,-5.964172,0.0415,0.0415,FAM21A,family with sequence similarity 21 member A
0.378,0.177,-1.35,-5.962992,-0.0611,0.0611,HIST1H4E,"histone cluster 1, H4e"
0.378,0.177,-1.35,-5.963623,-0.0368,0.0368,KIF2A,kinesin family member 2A
0.378,0.178,-1.35,-5.964869,-0.088,0.088,LINC01530,long intergenic non-protein coding RNA 1530
0.378,0.178,1.35,-5.964028,0.0568,0.0568,NOB1,NIN1/PSMD8 binding protein 1 homolog
0.378,0.178,-1.35,-5.965218,-0.0797,0.0797,RGS12,regulator of G-protein signaling 12
0.378,0.178,-1.35,-5.96577,-0.189,0.189,TENM2,teneurin transmembrane protein 2
0.378,0.177,-1.35,-5.963328,-0.152,0.152,ZNF454,zinc finger protein 454
0.379,0.178,-1.35,-5.967837,-0.058,0.058,DAPP1,dual adaptor of phosphotyrosine and 3-phosphoinositides 1
0.379,0.178,1.35,-5.967996,0.0663,0.0663,DNAJC28,DnaJ heat shock protein family (Hsp40) member C28
0.379,0.178,1.35,-5.966092,0.0466,0.0466,FAM50A,family with sequence similarity 50 member A
0.379,0.179,-1.36,-5.406709,-0.229,0.229,GP1BA,glycoprotein Ib platelet alpha subunit
0.379,0.178,-1.35,-5.966552,-0.135,0.135,HORMAD1,HORMA domain containing 1
0.379,0.178,-1.35,-5.966051,-0.419,0.419,OLFM4,olfactomedin 4
0.379,0.178,-1.35,-5.966807,-0.119,0.119,PCDHB12,protocadherin beta 12
0.379,0.178,-1.35,-5.967021,-0.0449,0.0449,PPP3CA,protein phosphatase 3 catalytic subunit alpha
0.38,0.179,-1.35,-5.968687,-0.148,0.148,ADTRP,androgen dependent TFPI regulating protein
0.38,0.179,-1.35,-5.970681,-0.0482,0.0482,BCAM,basal cell adhesion molecule (Lutheran blood group)
0.38,0.179,1.35,-5.970254,0.0345,0.0345,BCL2L2,BCL2 like 2
0.38,0.179,-1.35,-5.97122,-0.0893,0.0893,CD7,CD7 molecule
0.38,0.179,-1.35,-5.971248,-0.154,0.154,CLIC6,chloride intracellular channel 6
0.38,0.179,-1.35,-5.970983,-0.0694,0.0694,DNAJC21,DnaJ heat shock protein family (Hsp40) member C21
0.38,0.179,-1.35,-5.969922,-0.146,0.146,FAM155A,family with sequence similarity 155 member A
0.38,0.179,-1.35,-5.971265,-0.239,0.239,FAT3,FAT atypical cadherin 3
0.38,0.179,-1.35,-5.970162,-0.122,0.122,GFPT2,glutamine-fructose-6-phosphate transaminase 2
0.38,0.179,1.35,-5.970724,0.0591,0.0591,SEMA4G,semaphorin 4G
0.38,0.179,1.35,-5.971348,0.0796,0.0796,SURF4,surfeit 4
0.381,0.18,-1.35,-5.973446,-0.0694,0.0694,ASGR2,asialoglycoprotein receptor 2
0.381,0.18,-1.35,-5.972478,-0.0928,0.0928,FAM215A,family with sequence similarity 215 member A (non-protein coding)
0.381,0.18,1.35,-5.97341,0.0881,0.0881,IMPA2,inositol monophosphatase 2
0.381,0.179,-1.35,-5.971861,-0.0443,0.0443,PHF5A,PHD finger protein 5A
0.381,0.18,-1.35,-5.972654,-0.062,0.062,PUM3,pumilio RNA binding family member 3
0.381,0.18,1.35,-5.972409,0.0846,0.0846,STAC3,SH3 and cysteine rich domain 3
0.382,0.181,-1.34,-5.976701,-0.0524,0.0524,BPIFA1,BPI fold containing family A member 1
0.382,0.18,1.35,-5.791119,0.177,0.177,CCDC155,coiled-coil domain containing 155
0.382,0.181,1.34,-5.976497,0.0473,0.0473,GUCD1,guanylyl cyclase domain containing 1
0.382,0.18,1.35,-5.974227,0.138,0.138,NCAPH,non-SMC condensin I complex subunit H
0.382,0.18,-1.34,-5.975937,-0.0483,0.0483,PSMD7,"proteasome 26S subunit, non-ATPase 7"
0.382,0.18,-1.35,-5.974934,-0.0688,0.0688,TDRKH,tudor and KH domain containing
0.382,0.18,1.34,-5.975568,0.0834,0.0834,TRIM6,tripartite motif containing 6
0.382,0.18,1.34,-5.975424,0.058,0.058,USP28,ubiquitin specific peptidase 28
0.383,0.181,1.34,-5.978657,0.0661,0.0661,CD320,CD320 molecule
0.383,0.181,-1.35,-5.415942,-0.223,0.223,FCGR3A,Fc fragment of IgG receptor IIIa
0.383,0.181,1.34,-5.979202,0.0826,0.0826,POLE,"DNA polymerase epsilon, catalytic subunit"
0.383,0.181,1.34,-5.976956,0.0622,0.0622,SEPN1,"selenoprotein N, 1"
0.383,0.181,1.34,-5.97688,0.109,0.109,SPNS2,sphingolipid transporter 2
0.383,0.181,1.34,-5.978041,0.0499,0.0499,TPD52,tumor protein D52
0.384,0.182,1.34,-5.981843,0.0361,0.0361,AP4E1,adaptor related protein complex 4 epsilon 1 subunit
0.384,0.181,1.34,-5.980318,0.106,0.106,CA5A,carbonic anhydrase 5A
0.384,0.182,-1.34,-5.981169,-0.0441,0.0441,CASK,calcium/calmodulin dependent serine protein kinase
0.384,0.182,-1.34,-5.982538,-0.0723,0.0723,CYBA,cytochrome b-245 alpha chain
0.384,0.182,1.34,-5.980777,0.16,0.16,FOXM1,forkhead box M1
0.384,0.182,-1.34,-5.981054,-0.0913,0.0913,IQCF2,IQ motif containing F2
0.384,0.182,-1.34,-5.980817,-0.0483,0.0483,MTA3,metastasis associated 1 family member 3
0.384,0.182,1.34,-5.98148,0.09,0.09,PCLO,piccolo presynaptic cytomatrix protein
0.384,0.182,1.34,-5.982547,0.0757,0.0757,PHACTR2,phosphatase and actin regulator 2
0.384,0.182,1.35,-5.419545,0.289,0.289,SCARA5,scavenger receptor class A member 5
0.384,0.182,-1.34,-5.981331,-0.0534,0.0534,SLC50A1,solute carrier family 50 member 1
0.384,0.182,-1.34,-5.980495,-0.102,0.102,ZNF605,zinc finger protein 605
0.384,0.182,-1.34,-5.982126,-0.0873,0.0873,ZSCAN18,zinc finger and SCAN domain containing 18
0.385,0.183,1.34,-5.985209,0.103,0.103,CHAC1,ChaC glutathione specific gamma-glutamylcyclotransferase 1
0.385,0.183,1.34,-5.984618,0.0868,0.0868,CSAD,cysteine sulfinic acid decarboxylase
0.385,0.183,-1.34,-5.985744,-0.0992,0.0992,DPEP3,dipeptidase 3
0.385,0.183,1.34,-5.985684,0.185,0.185,ESCO2,establishment of sister chromatid cohesion N-acetyltransferase 2
0.385,0.183,-1.34,-5.985246,-0.0544,0.0544,GAMT,guanidinoacetate N-methyltransferase
0.385,0.182,1.34,-5.983935,0.0637,0.0637,GXYLT2,glucoside xylosyltransferase 2
0.385,0.183,-1.34,-5.985733,-0.0555,0.0555,KLHL23,kelch like family member 23
0.385,0.182,1.34,-5.983539,0.0536,0.0536,NGDN,neuroguidin
0.385,0.183,-1.34,-5.984457,-0.0728,0.0728,PINK1,PTEN induced putative kinase 1
0.385,0.183,-1.34,-5.985256,-0.0613,0.0613,PLCE1,phospholipase C epsilon 1
0.385,0.183,-1.34,-5.985323,-0.0845,0.0845,PYROXD1,pyridine nucleotide-disulphide oxidoreductase domain 1
0.385,0.182,1.34,-5.983592,0.0583,0.0583,RAX2,retina and anterior neural fold homeobox 2
0.385,0.183,1.34,-5.984594,0.0532,0.0532,WASF2,WAS protein family member 2
0.385,0.182,-1.34,-5.984422,-0.0549,0.0549,ZNF813,zinc finger protein 813
0.386,0.184,1.33,-5.989107,0.156,0.156,APOBEC3H,apolipoprotein B mRNA editing enzyme catalytic subunit 3H
0.386,0.183,-1.34,-5.986998,-0.107,0.107,ATP2A3,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3
0.386,0.183,-1.34,-5.986054,-0.0408,0.0408,CDC73,cell division cycle 73
0.386,0.184,-1.33,-5.989522,-0.11,0.11,FAM49A,family with sequence similarity 49 member A
0.386,0.183,1.35,-5.426035,0.226,0.226,FAM98B,family with sequence similarity 98 member B
0.386,0.184,-1.33,-5.988514,-0.0863,0.0863,FBXO38,F-box protein 38
0.386,0.183,-1.34,-5.986139,-0.0599,0.0599,FLJ31356,uncharacterized protein FLJ31356
0.386,0.184,-1.33,-5.988665,-0.0461,0.0461,GNS,glucosamine (N-acetyl)-6-sulfatase
0.386,0.183,1.34,-5.987044,0.0965,0.0965,KCTD15,potassium channel tetramerization domain containing 15
0.386,0.184,-1.33,-5.988942,-0.0487,0.0487,LIN7C,"lin-7 homolog C, crumbs cell polarity complex component"
0.386,0.183,-1.34,-5.986005,-0.0913,0.0913,LYPD6B,LY6/PLAUR domain containing 6B
0.386,0.183,-1.34,-5.987955,-0.0688,0.0688,MICU1,mitochondrial calcium uptake 1
0.386,0.184,1.33,-5.988754,0.11,0.11,MYBL1,MYB proto-oncogene like 1
0.386,0.183,1.34,-5.987202,0.0443,0.0443,NAT10,N-acetyltransferase 10
0.386,0.183,-1.34,-5.802122,-0.189,0.189,OR51B5,olfactory receptor family 51 subfamily B member 5
0.386,0.183,-1.34,-5.987869,-0.0931,0.0931,ORC6,origin recognition complex subunit 6
0.386,0.183,-1.34,-5.987978,-0.0652,0.0652,PKD2,"polycystin 2, transient receptor potential cation channel"
0.386,0.183,1.34,-5.986066,0.0786,0.0786,PLEKHG5,pleckstrin homology and RhoGEF domain containing G5
0.386,0.183,-1.34,-5.987985,-0.135,0.135,SIM1,single-minded family bHLH transcription factor 1
0.386,0.184,1.33,-5.988795,0.34,0.34,SPRR1A,small proline rich protein 1A
0.386,0.183,-1.34,-5.988113,-0.0972,0.0972,SUSD1,sushi domain containing 1
0.386,0.183,1.34,-5.986834,0.097,0.097,TIMP2,TIMP metallopeptidase inhibitor 2
0.386,0.184,-1.34,-5.805099,-0.147,0.147,TRPC3,transient receptor potential cation channel subfamily C member 3
0.386,0.183,-1.34,-5.987971,-0.108,0.108,ZNF311,zinc finger protein 311
0.386,0.183,-1.34,-5.986318,-0.0591,0.0591,ZNF471,zinc finger protein 471
0.386,0.184,1.33,-5.989375,0.0401,0.0401,ZNF511,zinc finger protein 511
0.386,0.183,1.33,-5.98845,0.0732,0.0732,ZNF549,zinc finger protein 549
0.387,0.184,1.33,-5.989937,0.217,0.217,C3,complement component 3
0.387,0.184,-1.33,-5.992453,-0.109,0.109,CACNA1C,calcium voltage-gated channel subunit alpha1 C
0.387,0.184,1.33,-5.990118,0.067,0.067,CAPRIN2,caprin family member 2
0.387,0.184,1.34,-5.761475,0.236,0.236,CGB1,chorionic gonadotropin beta subunit 1
0.387,0.184,1.33,-5.763237,0.115,0.115,CLUL1,clusterin like 1
0.387,0.184,-1.33,-5.989932,-0.12,0.12,DACT3,dishevelled binding antagonist of beta catenin 3
0.387,0.184,1.33,-5.991365,0.0594,0.0594,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1
0.387,0.184,-1.33,-5.992204,-0.12,0.12,DUSP15,dual specificity phosphatase 15
0.387,0.184,-1.33,-5.990281,-0.0373,0.0373,EIF3D,eukaryotic translation initiation factor 3 subunit D
0.387,0.185,1.33,-5.992833,0.0627,0.0627,FGD6,"FYVE, RhoGEF and PH domain containing 6"
0.387,0.184,-1.33,-5.991765,-0.042,0.042,GTF3C4,general transcription factor IIIC subunit 4
0.387,0.184,1.33,-5.990773,0.112,0.112,HHATL,hedgehog acyltransferase-like
0.387,0.184,1.33,-5.990905,0.0814,0.0814,MKL2,MKL1/myocardin like 2
0.387,0.184,-1.33,-5.990768,-0.0972,0.0972,OPN4,opsin 4
0.387,0.184,-1.33,-5.99214,-0.144,0.144,PABPC1L2B,poly(A) binding protein cytoplasmic 1 like 2B
0.387,0.184,-1.33,-5.990823,-0.0555,0.0555,PAPSS1,3'-phosphoadenosine 5'-phosphosulfate synthase 1
0.387,0.184,1.33,-5.991478,0.0416,0.0416,RBMX,"RNA binding motif protein, X-linked"
0.387,0.184,-1.33,-5.990447,-0.0529,0.0529,SNRPD3,small nuclear ribonucleoprotein D3 polypeptide
0.387,0.184,-1.33,-5.990056,-0.171,0.171,TREM2,triggering receptor expressed on myeloid cells 2
0.387,0.184,1.33,-5.990516,0.065,0.065,XPA,"XPA, DNA damage recognition and repair factor"
0.388,0.185,-1.33,-5.995217,-0.0821,0.0821,BORCS6,BLOC-1 related complex subunit 6
0.388,0.185,1.33,-5.99493,0.149,0.149,CDC6,cell division cycle 6
0.388,0.185,1.33,-5.811697,0.128,0.128,COLQ,collagen like tail subunit of asymmetric acetylcholinesterase
0.388,0.185,-1.34,-5.431731,-0.208,0.208,CTLA4,cytotoxic T-lymphocyte associated protein 4
0.388,0.185,-1.33,-5.994186,-0.0579,0.0579,FAM127B,family with sequence similarity 127 member B
0.388,0.185,-1.33,-5.995959,-0.0684,0.0684,FANCL,Fanconi anemia complementation group L
