Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Insulin Resistance	3/81	0.009630701942051146	0.06284896327123417	0	0	6.858710562414266	31.84361566975177	C3;SOD2;TNF
Invasive Carcinoma	4/154	0.00975866024855166	0.06364174712857712	0	0	4.81000481000481	22.26839902643136	STAT5A;IL6;TNF;MMP9
Hyperlipidemia, Familial Combined	3/82	0.009957779474916235	0.06489725243997133	0	0	6.775067750677506	31.22900526102249	C3;IL6;TNF
Prediabetes syndrome	3/82	0.009957779474916235	0.0648542456457765	0	0	6.775067750677506	31.22900526102249	IL6;TNF;PPARGC1A
GASTRIC CANCER, INTESTINAL	2/28	0.009965269140564486	0.06486004312150183	0	0	13.227513227513226	60.960969802851885	IL1B;CYP4F3
Lymphoma, Small Noncleaved-Cell	2/28	0.009965269140564486	0.0648171178778741	0	0	13.227513227513226	60.960969802851885	CSF3;CSF2
Pain, Postoperative	2/28	0.009965269140564486	0.06477424941366916	0	0	13.227513227513226	60.960969802851885	LIF;TNF
Agammaglobulinemia	2/28	0.009965269140564486	0.06473143761630387	0	0	13.227513227513226	60.960969802851885	IL6;TNF
Anasarca	2/28	0.009965269140564486	0.06468868237349258	0	0	13.227513227513226	60.960969802851885	IL6;TNF
Childhood Burkitt Lymphoma	2/28	0.009965269140564486	0.06464598357324605	0	0	13.227513227513226	60.960969802851885	CSF3;ICAM1
Chronic colitis	2/28	0.009965269140564486	0.06460334110387056	0	0	13.227513227513226	60.960969802851885	TNF;TLR2
Condylomata Acuminata	2/28	0.009965269140564486	0.06456075485396688	0	0	13.227513227513226	60.960969802851885	IL6;BIRC3
Familial Hypophosphatemic Rickets	2/28	0.009965269140564486	0.06451822471242935	0	0	13.227513227513226	60.960969802851885	CYP27B1;TNF
Paratuberculosis	2/28	0.009965269140564486	0.06447575056844487	0	0	13.227513227513226	60.960969802851885	C3;TLR2
Biliary cirrhosis	4/155	0.009976408672763911	0.06450535818152876	0	0	4.778972520908004	22.01926932305688	MMP13;PPARGC1A;MMP9;ICAM1
Childhood Acute Lymphoblastic Leukemia	7/443	0.010247256666949913	0.06621304307875328	0	0	2.926176741075161	13.404070211639334	C3;CSF3;IL6;TNF;S100A9;MMP9;ICAM1
Lymphoma, Large-Cell, Follicular	3/83	0.010291266650606638	0.06645372446922605	0	0	6.693440428380187	30.632259982695672	TNFAIP3;TNF;TLR2
HIV-1 infection	3/83	0.010291266650606638	0.06641009103227974	0	0	6.693440428380187	30.632259982695672	LTB;TNF;TLR2
Situs Inversus	3/84	0.010631186600426421	0.06855859705314361	0	0	6.613756613756613	30.052668421617895	IL6;LTB;TNF
Soft Tissue Neoplasms	3/84	0.010631186600426421	0.06851364059605959	0	0	6.613756613756613	30.052668421617895	CSF3;PDGFB;TNF
Venous Thromboembolism	3/84	0.010631186600426421	0.06846874305962704	0	0	6.613756613756613	30.052668421617895	EDN1;PLAT;TNF
alpha-1-Antitrypsin Deficiency, Autosomal Recessive	2/29	0.010666021469434737	0.06864810674630294	0	0	12.77139208173691	57.99095982018443	SERPINA3;TNF
Scrub Typhus	2/29	0.010666021469434737	0.06860317997487211	0	0	12.77139208173691	57.99095982018443	IL6;IL1B
Upper Respiratory Infections	2/29	0.010666021469434737	0.06855831196965637	0	0	12.77139208173691	57.99095982018443	IL6;IL1B
Collagen Diseases	2/29	0.010666021469434737	0.06851350261542784	0	0	12.77139208173691	57.99095982018443	TNF;PSMB9
Coronary Aneurysm	2/29	0.010666021469434737	0.0684687517972597	0	0	12.77139208173691	57.99095982018443	MMP9;S100A8
High Grade Cervical Intraepithelial Neoplasia	2/29	0.010666021469434737	0.06842405940052519	0	0	12.77139208173691	57.99095982018443	IL1A;IL1B
Intermittent Claudication	2/29	0.010666021469434737	0.06837942531089666	0	0	12.77139208173691	57.99095982018443	IL6;TNF
Macrothrombocytopenia	2/29	0.010666021469434737	0.06833484941434459	0	0	12.77139208173691	57.99095982018443	ITGB3;BIRC3
Metaphyseal irregularity	2/29	0.010666021469434737	0.06829033159713654	0	0	12.77139208173691	57.99095982018443	CYP27B1;MMP9
Microvascular Angina	2/29	0.010666021469434737	0.06824587174583632	0	0	12.77139208173691	57.99095982018443	IL6;TNF
Alzheimer's Disease, Focal Onset	3/85	0.010977561500238084	0.07019354224094983	0	0	6.5359477124183005	29.48955524937206	IL1B;SOD2;TNF
Cicatrix, Hypertrophic	3/85	0.010977561500238084	0.07014790274664492	0	0	6.5359477124183005	29.48955524937206	IL6;TNF;S100A8
Acute Confusional Senile Dementia	3/85	0.010977561500238084	0.0701023225629239	0	0	6.5359477124183005	29.48955524937206	IL1B;SOD2;TNF
Lesion of brain	3/85	0.010977561500238084	0.07005680157424668	0	0	6.5359477124183005	29.48955524937206	IL6;CSF2;TNF
Turner Syndrome	4/160	0.011112492288032754	0.07087188462477995	0	0	4.62962962962963	20.83187672283638	CSF2;SOD2;TNF;MMP9
Polycystic Kidney, Autosomal Dominant	4/161	0.011349291474967313	0.07233517290270995	0	0	4.600874166091557	20.60547486595935	STAT5A;EDN1;TNF;KRT6B
Familial multiple trichoepitheliomata	4/161	0.011349291474967313	0.0722882933350478	0	0	4.600874166091557	20.60547486595935	IL1B;INHBA;TNF;S100A9
ST segment elevation myocardial infarction	2/30	0.01138794860238534	0.07248753812450978	0	0	12.345679012345679	55.24937806037132	ITGB3;MMP9
Stage II Colon Cancer AJCC v7	2/30	0.01138794860238534	0.07244062062410557	0	0	12.345679012345679	55.24937806037132	IL6;IL1B
Arteriovenous fistula	2/30	0.01138794860238534	0.0723937638190447	0	0	12.345679012345679	55.24937806037132	IL6;MMP9
Christ-Siemens-Touraine syndrome	2/30	0.01138794860238534	0.07234696759162451	0	0	12.345679012345679	55.24937806037132	LTB;TNF
Dysequilibrium syndrome	2/30	0.01138794860238534	0.07230023182444645	0	0	12.345679012345679	55.24937806037132	IL1A;MMP9
Femoral bowing	2/30	0.01138794860238534	0.07225355640041518	0	0	12.345679012345679	55.24937806037132	CYP27B1;MMP13
gastritis h pylori	2/30	0.01138794860238534	0.07220694120273749	0	0	12.345679012345679	55.24937806037132	IL6;TNF
Generalized osteoarthritis	2/30	0.01138794860238534	0.07216038611492141	0	0	12.345679012345679	55.24937806037132	IL1A;IL1B
MERRF Syndrome	2/30	0.01138794860238534	0.0721138910207752	0	0	12.345679012345679	55.24937806037132	IL1A;IL1B
Brain Diseases	5/250	0.011529757385916257	0.07296487803527688	0	0	3.7037037037037037	16.52897772928618	IL6;EDN1;CSF2;LIF;TNF
Malignant neoplasm of liver	10/805	0.011762861779304063	0.07439215287451759	0	0	2.3004370830457783	10.22040031639255	IL1A;CSF3;IL6;CSF2;IFI27;XAF1;SOD2;TNF;MMP9;ICAM1
Alcohol Use Disorder	3/88	0.01205562359934886	0.07619464227292644	0	0	6.313131313131312	27.89282853010196	IL6;IL1B;TLR2
Stage II Colon Cancer	2/31	0.01213080582261541	0.07662053960454	0	0	11.947431302270012	52.71215204337246	IL6;IL1B
Childhood Ataxia with Central Nervous System Hypomyelinization	2/31	0.01213080582261541	0.07657132923870537	0	0	11.947431302270012	52.71215204337246	IL6;TNF
Chronic interstitial cystitis	2/31	0.01213080582261541	0.07652218204407205	0	0	11.947431302270012	52.71215204337246	IL6;TNFSF14
Longevity	2/31	0.01213080582261541	0.07647309789907906	0	0	11.947431302270012	52.71215204337246	IL6;MYEOV
Opportunistic Infections	2/31	0.01213080582261541	0.07642407668247708	0	0	11.947431302270012	52.71215204337246	TNF;MMP9
Plasma Cell Neoplasm	2/31	0.01213080582261541	0.07637511827332752	0	0	11.947431302270012	52.71215204337246	CSF3;IL6
TARSAL-CARPAL COALITION SYNDROME	4/165	0.012328955220733547	0.07757296537091504	0	0	4.489337822671156	19.734252301368212	IL6;CSF2;MMP13;MMP9
Non-obstructive azoospermia	3/89	0.01242802139159799	0.07814625351031673	0	0	6.242197253433208	27.389522885209878	NANOS1;IL1A;IL1B
invasive cancer	4/166	0.012582063975717485	0.07906427413897152	0	0	4.462293618920125	19.52468975076069	SERPINA3;TNF;PPARGC1A;S100A8
Keratoconus	4/166	0.012582063975717485	0.07901375383600731	0	0	4.462293618920125	19.52468975076069	IL6;IL1B;TNF;MMP9
Venous Thrombosis	3/90	0.01280697111645966	0.08037478424812614	0	0	6.172839506172839	26.89978788786402	CSF2;SAA1;PLAT
Transitional cell carcinoma of bladder	4/167	0.01283847958443767	0.080521108714648	0	0	4.435573297848747	19.31828964363983	CSF2;MMP13;IFI27;MMP9
African Trypanosomiasis	2/32	0.012894350394546972	0.08081994622296405	0	0	11.574074074074073	50.35840297980811	IL6;TNF
Aortic valve calcification	2/32	0.012894350394546972	0.08076843574098638	0	0	11.574074074074073	50.35840297980811	TNF;MMP9
Bowen's Disease	2/32	0.012894350394546972	0.0807169908774571	0	0	11.574074074074073	50.35840297980811	MMP13;PPARGC1A
Gastro-esophageal reflux disease with esophagitis	2/32	0.012894350394546972	0.08066561150707043	0	0	11.574074074074073	50.35840297980811	IL6;IL1B
Giant Cell Fibroblastoma	2/32	0.012894350394546972	0.08061429750483946	0	0	11.574074074074073	50.35840297980811	PDGFB;TNF
Gilbert Disease (disorder)	2/32	0.012894350394546972	0.08056304874609513	0	0	11.574074074074073	50.35840297980811	IL6;IL1B
Hallopeau-Siemens Disease	2/32	0.012894350394546972	0.08051186510648516	0	0	11.574074074074073	50.35840297980811	MMP9;HBEGF
Hypereosinophilia	2/32	0.012894350394546972	0.0804607464619731	0	0	11.574074074074073	50.35840297980811	IL6;CSF2
Iron deficiency anemia	2/32	0.012894350394546972	0.08040969268883734	0	0	11.574074074074073	50.35840297980811	IL1B;TNF
Lipid Metabolism Disorders	2/32	0.012894350394546972	0.08035870366367003	0	0	11.574074074074073	50.35840297980811	IL6;TNF
Nodular Lymphocyte Predominant Hodgkin Lymphoma	2/32	0.012894350394546972	0.08030777926337619	0	0	11.574074074074073	50.35840297980811	CSF3;TNFAIP3
Periodic Fever Syndrome	2/32	0.012894350394546972	0.08025691936517267	0	0	11.574074074074073	50.35840297980811	TNFAIP3;TNF
Juvenile-Onset Still Disease	4/168	0.013098216554336897	0.08147422297216647	0	0	4.409171075837742	19.114987649617973	IL6;MAFF;CXCL1;HBEGF
Prolactinoma	3/91	0.013192489470121579	0.08200872012166659	0	0	6.105006105006105	26.423123265301207	STAT5A;IL6;LIF
Stickler syndrome, type 1	2/33	0.013678341554805181	0.08497518381834723	0	0	11.22334455667789	48.169939455788324	IL6;TNF
Trigeminal Neuralgia	2/33	0.013678341554805181	0.08492150398018025	0	0	11.22334455667789	48.169939455788324	IL1B;TNF
Leukocytosis	2/33	0.013678341554805181	0.0848678919195867	0	0	11.22334455667789	48.169939455788324	IL1B;MMP9
Metabolic Bone Disorder	2/33	0.013678341554805181	0.08481434750828097	0	0	11.22334455667789	48.169939455788324	IL6;TNF
Metaphyseal widening	2/33	0.013678341554805181	0.08476087061830097	0	0	11.22334455667789	48.169939455788324	MMP13;MMP9
Pleural Tuberculosis	2/33	0.013678341554805181	0.08470746112200714	0	0	11.22334455667789	48.169939455788324	SOCS3;TNF
Primary angle-closure glaucoma	2/33	0.013678341554805181	0.08465411889208144	0	0	11.22334455667789	48.169939455788324	IL1A;IL1B
PARKINSON DISEASE, LATE-ONSET	3/93	0.013983294512068586	0.08648698455922596	0	0	5.973715651135006	25.50712013735621	IL6;MIR221;PPARGC1A
Coughing	3/93	0.013983294512068586	0.0864325902293145	0	0	5.973715651135006	25.50712013735621	CSF2;IL1B;MMP9
Edema	3/93	0.013983294512068586	0.08637826427693907	0	0	5.973715651135006	25.50712013735621	IL6;TNF;MMP9
Intraepithelial Neoplasia	3/93	0.013983294512068586	0.08632400657324753	0	0	5.973715651135006	25.50712013735621	STAT5A;KRT4;S100A9
AMYOTROPHIC LATERAL SCLEROSIS 1	3/94	0.014388610281409336	0.08877040919377963	0	0	5.910165484633569	25.066893250875882	SERPINA3;SOD2;TNF
Anoxemia	2/34	0.014482540489517987	0.08929385692031543	0	0	10.893246187363834	46.13084378259985	PLAT;SOD2
Cholangitis	2/34	0.014482540489517987	0.089237873310961	0	0	10.893246187363834	46.13084378259985	IL32;TLR2
Hypoxia	2/34	0.014482540489517987	0.08918195985650551	0	0	10.893246187363834	46.13084378259985	PLAT;SOD2
Idiopathic osteoarthritis	2/34	0.014482540489517987	0.08912611642516143	0	0	10.893246187363834	46.13084378259985	IL1A;IL1B
Infant Acute Lymphoblastic Leukemia	2/34	0.014482540489517987	0.08907034288547108	0	0	10.893246187363834	46.13084378259985	S100A9;S100A8
Agenesis	3/95	0.01480055286247461	0.09096925174008785	0	0	5.847953216374269	24.63795756337521	CSF3;CSF2;TNF
Ovarian Failure, Premature	4/175	0.015010549670831982	0.09220230135308545	0	0	4.232804232804233	17.77355349713727	IFI27;LIF;TNF;MMP9
PARKINSON DISEASE 2, AUTOSOMAL RECESSIVE JUVENILE	3/96	0.01521913470833066	0.09342514423077683	0	0	5.787037037037036	24.219917710894844	CSF2;IL1B;SOD2
Werner Syndrome	3/96	0.01521913470833066	0.09336682641290495	0	0	5.787037037037036	24.219917710894844	IL1A;IL1B;ICAM1
Mammary Tumorigenesis	4/176	0.015297355522558814	0.09378815350948722	0	0	4.2087542087542085	17.592909542026142	STAT5A;MIR221;VTCN1;RND1
Deficiency of glucose-6-phosphate dehydrogenase	2/35	0.015306710329556997	0.09378700069755995	0	0	10.58201058201058	44.227131884679984	IL6;TNF
Inflammatory abnormality of the eye	2/35	0.015306710329556997	0.09372856642921257	0	0	10.58201058201058	44.227131884679984	IL6;TNF
Leiomyosarcoma of uterus	2/35	0.015306710329556997	0.0936702049308133	0	0	10.58201058201058	44.227131884679984	MMP9;PSMB9
Pre-renal acute kidney injury	2/35	0.015306710329556997	0.09361191606651285	0	0	10.58201058201058	44.227131884679984	EDN1;IL6
Refractory cancer	4/177	0.015587604180003774	0.09527050614494843	0	0	4.184975936388366	17.41485366996246	IL6;IFI27;TNF;TYMP
Squamous intraepithelial lesion	2/36	0.016150616130266356	0.09865025191314962	0	0	10.288065843621398	42.446472011937175	CCL20;TNF
Mesenchymal Cell Neoplasm	2/36	0.016150616130266356	0.09858897846475637	0	0	10.288065843621398	42.446472011937175	PDGFB;MMP9
Ocular Hypertension	2/36	0.016150616130266356	0.09852778108520034	0	0	10.288065843621398	42.446472011937175	C3;MMP9
Paranoid Schizophrenia	2/36	0.016150616130266356	0.09846665963291423	0	0	10.288065843621398	42.446472011937175	IL6;TNF
Hyperinsulinism	6/377	0.01653665865539256	0.10075776891828771	0	0	2.9472443265546713	12.090113839648108	IL1A;IL6;TNF;PPARGC1A;MYLK;TLR2
Childhood Neuroblastoma	3/100	0.016960075344073944	0.10327361863789265	0	0	5.555555555555555	22.649406700950315	MIR221;ZC3H12A;HBEGF
Abscess	2/37	0.017014024865409684	0.1035379791809575	0	0	10.01001001001001	40.777950780399564	IL6;TNF
Aplasia/Hypoplasia of the radius	2/37	0.017014024865409684	0.10347390864928611	0	0	10.01001001001001	40.777950780399564	MMP13;MMP9
Blood Platelet Disorders	2/37	0.017014024865409684	0.10340991736378873	0	0	10.01001001001001	40.777950780399564	ITGB3;SPRR2A
Bone Marrow Diseases	2/37	0.017014024865409684	0.10334600517753174	0	0	10.01001001001001	40.777950780399564	CSF2;TNF
Hypoxemia	2/37	0.017014024865409684	0.10328217194394464	0	0	10.01001001001001	40.777950780399564	PLAT;SOD2
Leukoaraiosis	2/37	0.017014024865409684	0.10321841751681875	0	0	10.01001001001001	40.777950780399564	MMP9;TYMP
Mitochondrial abnormalities	2/37	0.017014024865409684	0.10315474175030621	0	0	10.01001001001001	40.777950780399564	PPARGC1A;TYMP
Paget Disease	2/37	0.017014024865409684	0.10309114449891885	0	0	10.01001001001001	40.777950780399564	IL6;CSF2
Pelvic Organ Prolapse	2/37	0.017014024865409684	0.10302762561752703	0	0	10.01001001001001	40.777950780399564	IL6;MMP9
Acute leukemia	7/492	0.017347869895953785	0.10498452299103066	0	0	2.634748569707919	10.682023061147845	STAT5A;CSF3;IL6;CSF2;MIR221;TNF;TLR2
Acidosis, Lactic	4/183	0.017402079277933396	0.10524777547294117	0	0	4.0477636106051404	16.398160619992932	PLAT;TNF;PPARGC1A;TYMP
Single Seizure	3/101	0.017412012033031287	0.10524308380112637	0	0	5.5005500550055	22.28050035322006	IL6;IL1B;SOD2
Sleep disturbances	3/101	0.017412012033031287	0.10517839843923263	0	0	5.5005500550055	22.28050035322006	IL6;CSF2;IL1B
Seizures, Auditory	3/101	0.017412012033031287	0.10511379254338543	0	0	5.5005500550055	22.28050035322006	IL6;IL1B;SOD2
Seizures, Clonic	3/101	0.017412012033031287	0.10504926596723849	0	0	5.5005500550055	22.28050035322006	IL6;IL1B;SOD2
Seizures, Sensory	3/101	0.017412012033031287	0.1049848185648046	0	0	5.5005500550055	22.28050035322006	IL6;IL1B;SOD2
Seizures, Somatosensory	3/101	0.017412012033031287	0.10492045019045462	0	0	5.5005500550055	22.28050035322006	IL6;IL1B;SOD2
Vertiginous seizure	3/101	0.017412012033031287	0.10485616069891636	0	0	5.5005500550055	22.28050035322006	IL6;IL1B;SOD2
Atonic Absence Seizures	3/101	0.017412012033031287	0.10479194994527342	0	0	5.5005500550055	22.28050035322006	IL6;IL1B;SOD2
Generalized Absence Seizures	3/101	0.017412012033031287	0.10472781778496419	0	0	5.5005500550055	22.28050035322006	IL6;IL1B;SOD2
Gustatory seizure	3/101	0.017412012033031287	0.10466376407378072	0	0	5.5005500550055	22.28050035322006	IL6;IL1B;SOD2
Jacksonian Seizure	3/101	0.017412012033031287	0.10459978866786766	0	0	5.5005500550055	22.28050035322006	IL6;IL1B;SOD2
Non-epileptic convulsion	3/101	0.017412012033031287	0.10453589142372113	0	0	5.5005500550055	22.28050035322006	IL6;IL1B;SOD2
Nonepileptic Seizures	3/101	0.017412012033031287	0.10447207219818773	0	0	5.5005500550055	22.28050035322006	IL6;IL1B;SOD2
Olfactory seizure	3/101	0.017412012033031287	0.10440833084846339	0	0	5.5005500550055	22.28050035322006	IL6;IL1B;SOD2
Precursor B-Cell Lymphoblastic Leukemia-Lymphoma	3/102	0.017870645904087983	0.10709311460083945	0	0	5.446623093681917	21.920456458928047	IL1A;CSF2;IL1B
Salmonella infections	2/38	0.017896705397782826	0.10718392483205948	0	0	9.746588693957113	39.21187757373875	IL1B;TNF
Hyperparathyroidism, Secondary	2/38	0.017896705397782826	0.10711864838575494	0	0	9.746588693957113	39.21187757373875	CYP27B1;IL6
Anti-Basement Membrane Glomerulonephritis	2/38	0.017896705397782826	0.10705345139951894	0	0	9.746588693957113	39.21187757373875	IL1B;TNF
Coffin-Siris syndrome	2/38	0.017896705397782826	0.10698833372835134	0	0	9.746588693957113	39.21187757373875	TNF;MMP9
Disorder of the optic nerve	2/38	0.017896705397782826	0.10692329522760463	0	0	9.746588693957113	39.21187757373875	EDN1;SOD2
DOWN SYNDROME CRITICAL REGION	2/38	0.017896705397782826	0.10685833575298276	0	0	9.746588693957113	39.21187757373875	MAP3K8;TNF
Lipoid nephrosis	2/38	0.017896705397782826	0.10679345516054015	0	0	9.746588693957113	39.21187757373875	IL1A;IL1B
Painful Bladder Syndrome	2/38	0.017896705397782826	0.10672865330668059	0	0	9.746588693957113	39.21187757373875	IL6;TNF
Pheochromocytoma	5/280	0.017996195113046374	0.10725688633779246	0	0	3.3068783068783065	13.285697506742588	IL1A;IFI27;S100A12;TNF;KRT6B
Respiratory Failure	4/185	0.018034988391787844	0.1074229490390854	0	0	4.004004004004004	16.077844277381292	CSF2;PLAT;TNF;PPARGC1A
Congenital chromosomal disease	7/497	0.018229126781951464	0.10851354210358509	0	0	2.608242044861763	10.445317140053016	CSF3;IL6;PLAT;MAP3K8;TNF;CXCL14;BIRC3
Ichthyosis, X-Linked	3/103	0.018335983910917855	0.10908356530054521	0	0	5.393743257820928	21.568984983327194	CSF2;TNF;MMP9
Epileptic Seizures	3/103	0.018335983910917855	0.10901757403297077	0	0	5.393743257820928	21.568984983327194	IL6;IL1B;SOD2
Streptococcal pneumonia	2/39	0.01879842849276281	0.1116994892544576	0	0	9.49667616334283	37.739620165722975	IL6;TLR2
Atypical Hemolytic Uremic Syndrome	2/39	0.01879842849276281	0.11163199711593529	0	0	9.49667616334283	37.739620165722975	C3;CFB
Optic Neuropathy	2/39	0.01879842849276281	0.11156458648965754	0	0	9.49667616334283	37.739620165722975	EDN1;SOD2
Tonic Seizures	3/104	0.018808032267081738	0.11155421914356023	0	0	5.3418803418803416	21.225807970842677	IL6;IL1B;SOD2
Leukoencephalopathy, Progressive Multifocal	3/105	0.01928679645021722	0.1143248706349426	0	0	5.29100529100529	20.890658936189247	CSF2;TNF;PPARGC1A
Adenomatous Polyposis Coli	6/392	0.019632007889039245	0.11630100876038439	0	0	2.834467120181406	11.141139425078613	CSF2;PDGFB;SOD2;TNF;MMP9;ICAM1
Degenerative Diseases, Spinal Cord	2/40	0.019718966776120977	0.1167457864311548	0	0	9.25925925925926	36.35346598055862	IL6;SOD2
Depression, Neurotic	2/40	0.019718966776120977	0.11667549998538047	0	0	9.25925925925926	36.35346598055862	CSF3;IL6
X-Linked Lymphoproliferative Disorder	2/40	0.019718966776120977	0.11660529812016665	0	0	9.25925925925926	36.35346598055862	IL1A;IL1B
Mitochondrial Respiratory Chain Deficiencies	2/40	0.019718966776120977	0.11653518068293263	0	0	9.25925925925926	36.35346598055862	MAP3K8;SOD2
Motor symptoms	2/40	0.019718966776120977	0.11646514752146452	0	0	9.25925925925926	36.35346598055862	TNF;PPARGC1A
Polyglandular Type I Autoimmune Syndrome	2/40	0.019718966776120977	0.1163951984839141	0	0	9.25925925925926	36.35346598055862	TNF;ICAM1
Prostate cancer recurrent	2/40	0.019718966776120977	0.1163253334187977	0	0	9.25925925925926	36.35346598055862	IL6;CSF2
Atrial Premature Complexes	3/106	0.01977228122125808	0.11656987393072851	0	0	5.2410901467505235	20.563282287374758	CSF2;TNF;ICAM1
Pleural effusion disorder	3/107	0.020264490616404725	0.11940012816428397	0	0	5.192107995846313	20.243432789947434	IL6;TNF;MMP9
TNF receptor-associated periodic fever syndrome (TRAPS)	2/41	0.02065809473859114	0.12164634816709032	0	0	9.033423667570009	35.04650442059306	IL6;TNF
alpha 1-Antitrypsin Deficiency	2/41	0.02065809473859114	0.12157350604243937	0	0	9.033423667570009	35.04650442059306	SERPINA3;TNF
Bowing of the long bones	2/41	0.02065809473859114	0.12150075110165993	0	0	9.033423667570009	35.04650442059306	MMP13;MMP9
Malignant Meningioma	2/41	0.02065809473859114	0.12142808318832161	0	0	9.033423667570009	35.04650442059306	PDGFB;MMP9
Convulsive Seizures	3/109	0.021269095945578395	0.12494481467611743	0	0	5.096839959225281	19.625383049986105	IL6;IL1B;SOD2
Degenerative Diseases, Central Nervous System	2/42	0.021615588719029973	0.12690442409236952	0	0	8.818342151675484	33.812526672284896	IL6;SOD2
Anaphylaxis (non medication)	2/42	0.021615588719029973	0.12682866025709047	0	0	8.818342151675484	33.812526672284896	TNF;ICAM1
Aortic aneurysm without mention of rupture NOS	2/42	0.021615588719029973	0.12675298683211608	0	0	8.818342151675484	33.812526672284896	S100A12;MMP9
Clear Cell Sarcoma of Soft Tissue	2/42	0.021615588719029973	0.12667740365571054	0	0	8.818342151675484	33.812526672284896	CSF3;IL6
Drug Allergy	2/42	0.021615588719029973	0.12660191056652356	0	0	8.818342151675484	33.812526672284896	CYP4F3;TNF
exudative macular degeneration	2/42	0.021615588719029973	0.12652650740358937	0	0	8.818342151675484	33.812526672284896	C3;CFB
Melancholia	2/42	0.021615588719029973	0.12645119400632535	0	0	8.818342151675484	33.812526672284896	CSF3;IL6
PITUITARY ADENOMA PREDISPOSITION (disorder)	2/42	0.021615588719029973	0.12637597021453098	0	0	8.818342151675484	33.812526672284896	CSF2;MMP9
Ptosis	2/42	0.021615588719029973	0.12630083586838678	0	0	8.818342151675484	33.812526672284896	EDN1;MMP9
Hyperplastic Polyp	3/110	0.021781496492432967	0.12719462122853906	0	0	5.05050505050505	19.32673966848289	SOCS3;IFI27;S100A8
Sarcoma, Epithelioid	2/43	0.02259122688724751	0.131844761192321	0	0	8.613264427217915	32.645940042198255	CSF2;TNF
Transient Cerebral Ischemia	2/43	0.02259122688724751	0.13176651504324544	0	0	8.613264427217915	32.645940042198255	C3;SOD2
Acute intermittent porphyria	2/43	0.02259122688724751	0.13168836171285203	0	0	8.613264427217915	32.645940042198255	TNF;PPARGC1A
Depressive Syndrome	2/43	0.02259122688724751	0.13161030103608093	0	0	8.613264427217915	32.645940042198255	CSF3;IL6
Gemistocytic astrocytoma	2/43	0.02259122688724751	0.13153233284826335	0	0	8.613264427217915	32.645940042198255	IFI27;MMP9
intracranial glioma	2/43	0.02259122688724751	0.1314544569851205	0	0	8.613264427217915	32.645940042198255	CSF2;TNF
Primary Carcinoma	2/43	0.02259122688724751	0.13137667328276245	0	0	8.613264427217915	32.645940042198255	MIR221;IVL
Burkitt Lymphoma	6/407	0.0231021718830838	0.13426856609517895	0	0	2.73000273000273	10.286182486926998	IL6;CSF2;TNFSF14;BCL2A1;TNF;ICAM1
Obesity, Morbid	3/113	0.02335910310315009	0.13568159887574413	0	0	4.916420845624385	18.469855045802024	IL6;TNF;PPARGC1A
Thyroiditis	2/44	0.023584789239826355	0.13691158219079352	0	0	8.417508417508417	31.5416944316621	EDN1;ICAM1
Acquired aplastic anemia	2/44	0.023584789239826355	0.13683076071370331	0	0	8.417508417508417	31.5416944316621	IL1A;TNF
HELLP Syndrome	2/44	0.023584789239826355	0.13675003460118787	0	0	8.417508417508417	31.5416944316621	TNF;TLR2
Mixed anxiety and depressive disorder	2/44	0.023584789239826355	0.1366694036845598	0	0	8.417508417508417	31.5416944316621	IL6;ICAM1
Monoclonal Gammapathies	2/44	0.023584789239826355	0.13658886779552942	0	0	8.417508417508417	31.5416944316621	IL1A;IL1B
Oral Submucous Fibrosis	2/44	0.023584789239826355	0.13650842676620342	0	0	8.417508417508417	31.5416944316621	TNF;MMP9
Eosinophil count procedure	4/201	0.02361579113354636	0.13660741333754775	0	0	3.685277317118113	13.804457987398285	CXCL6;BCL2A1;TNIP1;IRAK2
Eosinophil count result	4/201	0.02361579113354636	0.1365270560355845	0	0	3.685277317118113	13.804457987398285	CXCL6;BCL2A1;TNIP1;IRAK2
leiomyosarcoma	3/114	0.023898440197681767	0.13807987669771687	0	0	4.873294346978557	18.196598859014436	SOCS3;CSF3;MIR221
Epileptic drop attack	3/115	0.024444509737483158	0.1411519633959956	0	0	4.8309178743961345	17.92922530865075	IL6;IL1B;SOD2
Granulomatous Disease, Chronic, X-Linked	2/45	0.024596057572296014	0.1419436604935556	0	0	8.23045267489712	30.495219013792692	IL1A;IL1B
Obesity, Visceral	2/45	0.024596057572296014	0.14186036022331291	0	0	8.23045267489712	30.495219013792692	MMP9;HBEGF
Enteritis	2/45	0.024596057572296014	0.1417771576659972	0	0	8.23045267489712	30.495219013792692	STAT5A;TLR2
gallbladder neoplasm	2/45	0.024596057572296014	0.14169405264978033	0	0	8.23045267489712	30.495219013792692	IL1B;TNF
LATERAL MENINGOCELE SYNDROME	2/45	0.024596057572296014	0.14161104500323682	0	0	8.23045267489712	30.495219013792692	MYLK;PSMB9
Nicotinamide adenine dinucleotide coenzyme Q reductase deficiency	2/45	0.024596057572296014	0.14152813455534263	0	0	8.23045267489712	30.495219013792692	CSF2;SOD2
Condition, Preneoplastic	3/116	0.024997309776901042	0.14375281479659652	0	0	4.7892720306513406	17.667562590173134	STAT5A;IL6;SOD2
Liver Neoplasms, Experimental	3/116	0.024997309776901042	0.14366874882303124	0	0	4.7892720306513406	17.667562590173134	IL6;MIR221;TNF
